Depth 	 PHIT 	 BVO 	 Pd1 	 Pd2 	 	 G1 	 G2 	 BV1 	 BV2 	 Perm
8464.0 	 0.09 	 0.0 	 508.0 	 650 	 	 0.31 	 0.1 	 8.5 	 0 	 0.22
8464.5 	 0.1 	 0.0 	 465.0 	 650 	 	 0.44 	 0.1 	 10.1 	 0 	 0.22
8465.0 	 0.12 	 0.07 	 78.0 	 650 	 	 0.41 	 0.1 	 14.2 	 0 	 0.89
8465.5 	 0.14 	 0.07 	 67.0 	 650 	 	 0.57 	 0.1 	 16.0 	 0 	 1.56
8466.0 	 0.17 	 0.11 	 125.0 	 650 	 	 0.22 	 0.1 	 19.9 	 0 	 1.37
8466.5 	 0.18 	 0.13 	 154.0 	 650 	 	 0.18 	 0.1 	 20.3 	 0 	 1.36
8467.0 	 0.2 	 0.13 	 158.0 	 650 	 	 0.19 	 0.1 	 22.0 	 0 	 1.99
8467.5 	 0.2 	 0.16 	 88.0 	 650 	 	 0.19 	 0.1 	 22.9 	 0 	 2.62
8468.0 	 0.2 	 0.15 	 86.0 	 650 	 	 0.19 	 0.1 	 22.9 	 0 	 3.27
8468.5 	 0.2 	 0.16 	 65.0 	 650 	 	 0.21 	 0.1 	 19.1 	 0 	 3.94
8469.0 	 0.2 	 0.16 	 90.0 	 650 	 	 0.18 	 0.1 	 22.9 	 0 	 2.42
8469.5 	 0.2 	 0.1 	 9.0 	 650 	 	 1.18 	 0.1 	 28.3 	 0 	 24.12
8470.0 	 0.21 	 0.16 	 9.0 	 650 	 	 0.55 	 0.1 	 26.0 	 0 	 84.4
8470.5 	 0.23 	 0.2 	 13.0 	 650 	 	 0.29 	 0.1 	 25.4 	 0 	 104.85
8471.0 	 0.24 	 0.12 	 30.0 	 650 	 	 0.85 	 0.1 	 28.9 	 0 	 46.62
8471.5 	 0.25 	 0.12 	 45.0 	 650 	 	 0.81 	 0.1 	 28.9 	 0 	 8.39
8472.0 	 0.25 	 0.11 	 21.0 	 650 	 	 1.22 	 0.1 	 33.0 	 0 	 21.9
8472.5 	 0.26 	 0.15 	 21.0 	 650 	 	 0.79 	 0.1 	 33.2 	 0 	 36.65
8473.0 	 0.26 	 0.22 	 22.0 	 650 	 	 0.26 	 0.1 	 29.5 	 0 	 74.26
8473.5 	 0.26 	 0.22 	 55.0 	 650 	 	 0.22 	 0.1 	 29.0 	 0 	 112.13
8474.0 	 0.26 	 0.23 	 24.0 	 650 	 	 0.25 	 0.1 	 29.4 	 0 	 58.47
8474.5 	 0.27 	 0.19 	 93.0 	 650 	 	 0.26 	 0.1 	 31.6 	 0 	 4.66
8475.0 	 0.27 	 0.2 	 94.0 	 650 	 	 0.25 	 0.1 	 31.6 	 0 	 3.98
8475.5 	 0.28 	 0.21 	 87.0 	 650 	 	 0.26 	 0.1 	 31.8 	 0 	 3.56
8476.0 	 0.27 	 0.2 	 90.0 	 650 	 	 0.25 	 0.1 	 31.7 	 0 	 4.37
8476.5 	 0.27 	 0.2 	 91.0 	 650 	 	 0.25 	 0.1 	 31.7 	 0 	 4.21
8477.0 	 0.27 	 0.2 	 84.0 	 650 	 	 0.26 	 0.1 	 31.9 	 0 	 6.08
8477.5 	 0.27 	 0.18 	 54.0 	 650 	 	 0.4 	 0.1 	 34.2 	 0 	 6.65
8478.0 	 0.27 	 0.2 	 84.0 	 650 	 	 0.26 	 0.1 	 31.9 	 0 	 5.67
8478.5 	 0.27 	 0.2 	 88.0 	 650 	 	 0.25 	 0.1 	 31.7 	 0 	 4.68
8479.0 	 0.27 	 0.2 	 88.0 	 650 	 	 0.25 	 0.1 	 31.7 	 0 	 4.6
8479.5 	 0.27 	 0.2 	 89.0 	 650 	 	 0.25 	 0.1 	 31.7 	 0 	 4.52
8480.0 	 0.27 	 0.19 	 92.0 	 650 	 	 0.25 	 0.1 	 31.6 	 0 	 4.25
8480.5 	 0.27 	 0.19 	 94.0 	 650 	 	 0.25 	 0.1 	 31.6 	 0 	 4.0
8481.0 	 0.27 	 0.18 	 53.0 	 650 	 	 0.42 	 0.1 	 34.4 	 0 	 7.36
8481.5 	 0.27 	 0.17 	 39.0 	 650 	 	 0.55 	 0.1 	 36.0 	 0 	 10.73
8482.0 	 0.27 	 0.17 	 45.0 	 650 	 	 0.49 	 0.1 	 35.3 	 0 	 8.23
8482.5 	 0.27 	 0.17 	 40.0 	 650 	 	 0.54 	 0.1 	 35.9 	 0 	 9.96
8483.0 	 0.26 	 0.11 	 20.0 	 650 	 	 1.13 	 0.1 	 33.8 	 0 	 21.97
8483.5 	 0.26 	 0.13 	 20.0 	 650 	 	 0.98 	 0.1 	 33.5 	 0 	 33.53
8484.0 	 0.25 	 0.15 	 27.0 	 650 	 	 0.67 	 0.1 	 29.8 	 0 	 42.39
8484.5 	 0.25 	 0.18 	 142.0 	 650 	 	 0.16 	 0.1 	 28.3 	 0 	 2.95
8485.0 	 0.25 	 0.18 	 141.0 	 650 	 	 0.16 	 0.1 	 28.3 	 0 	 2.98
8485.5 	 0.25 	 0.18 	 134.0 	 650 	 	 0.17 	 0.1 	 28.4 	 0 	 3.41
8486.0 	 0.25 	 0.19 	 120.0 	 650 	 	 0.18 	 0.1 	 28.6 	 0 	 4.51
8486.5 	 0.25 	 0.18 	 128.0 	 650 	 	 0.17 	 0.1 	 28.5 	 0 	 3.79
8487.0 	 0.25 	 0.18 	 164.0 	 650 	 	 0.14 	 0.1 	 27.6 	 0 	 2.08
8487.5 	 0.25 	 0.11 	 21.0 	 650 	 	 1.16 	 0.1 	 33.2 	 0 	 15.31
8488.0 	 0.25 	 0.1 	 21.0 	 650 	 	 1.24 	 0.1 	 32.8 	 0 	 24.3
8488.5 	 0.25 	 0.11 	 21.0 	 650 	 	 1.08 	 0.1 	 32.9 	 0 	 33.19
8489.0 	 0.25 	 0.1 	 21.0 	 650 	 	 1.19 	 0.1 	 33.0 	 0 	 16.39
8489.5 	 0.25 	 0.18 	 115.0 	 650 	 	 0.18 	 0.1 	 28.5 	 0 	 5.15
8490.0 	 0.25 	 0.18 	 116.0 	 650 	 	 0.18 	 0.1 	 28.5 	 0 	 5.07
8490.5 	 0.23 	 0.18 	 81.0 	 650 	 	 0.19 	 0.1 	 18.5 	 0 	 4.75
8491.0 	 0.22 	 0.18 	 65.0 	 650 	 	 0.19 	 0.1 	 15.3 	 0 	 3.11
8491.5 	 0.21 	 0.13 	 138.0 	 650 	 	 0.22 	 0.1 	 22.8 	 0 	 1.47
8492.0 	 0.2 	 0.06 	 204.0 	 650 	 	 0.28 	 0.1 	 23.2 	 0 	 0.71
8492.5 	 0.17 	 0.09 	 190.0 	 650 	 	 0.18 	 0.1 	 19.7 	 0 	 0.41
8493.0 	 0.16 	 0.13 	 15.0 	 650 	 	 0.27 	 0.1 	 16.2 	 0 	 58.52
8493.5 	 0.14 	 0.12 	 14.0 	 650 	 	 0.18 	 0.1 	 16.8 	 0 	 100.81
8494.0 	 0.14 	 0.11 	 14.0 	 650 	 	 0.33 	 0.1 	 16.3 	 0 	 51.67
8494.5 	 0.16 	 0.09 	 18.0 	 650 	 	 0.69 	 0.1 	 18.7 	 0 	 2.52
8495.0 	 0.2 	 0.14 	 110.0 	 650 	 	 0.16 	 0.1 	 21.9 	 0 	 2.53
8495.5 	 0.2 	 0.15 	 93.0 	 650 	 	 0.18 	 0.1 	 22.8 	 0 	 2.52
8496.0 	 0.21 	 0.18 	 44.0 	 650 	 	 0.19 	 0.1 	 14.8 	 0 	 6.43
8496.5 	 0.21 	 0.17 	 82.0 	 650 	 	 0.17 	 0.1 	 18.4 	 0 	 2.52
8497.0 	 0.21 	 0.17 	 12.0 	 650 	 	 0.39 	 0.1 	 23.6 	 0 	 60.77
8497.5 	 0.23 	 0.18 	 44.0 	 650 	 	 0.24 	 0.1 	 25.8 	 0 	 25.41
8498.0 	 0.25 	 0.08 	 26.0 	 650 	 	 1.32 	 0.1 	 29.2 	 0 	 32.81
8498.5 	 0.26 	 0.13 	 21.0 	 650 	 	 0.86 	 0.1 	 32.9 	 0 	 37.25
8499.0 	 0.26 	 0.12 	 20.0 	 650 	 	 1.06 	 0.1 	 34.2 	 0 	 18.89
8499.5 	 0.26 	 0.22 	 23.0 	 650 	 	 0.27 	 0.1 	 29.6 	 0 	 56.05
8500.0 	 0.27 	 0.2 	 46.0 	 650 	 	 0.3 	 0.1 	 29.6 	 0 	 196.85
8500.5 	 0.27 	 0.25 	 22.0 	 650 	 	 0.19 	 0.1 	 30.1 	 0 	 334.9
8501.0 	 0.27 	 0.25 	 6.0 	 650 	 	 0.23 	 0.1 	 27.7 	 0 	 255.34
8501.5 	 0.27 	 0.19 	 54.0 	 650 	 	 0.3 	 0.1 	 30.0 	 0 	 167.66
8502.0 	 0.27 	 0.17 	 81.0 	 650 	 	 0.31 	 0.1 	 31.0 	 0 	 104.12
8502.5 	 0.27 	 0.2 	 14.0 	 650 	 	 0.53 	 0.1 	 33.6 	 0 	 47.79
8503.0 	 0.27 	 0.18 	 15.0 	 650 	 	 0.64 	 0.1 	 36.5 	 0 	 34.77
8503.5 	 0.27 	 0.18 	 14.0 	 650 	 	 0.63 	 0.1 	 36.6 	 0 	 22.61
8504.0 	 0.28 	 0.17 	 34.0 	 650 	 	 0.56 	 0.1 	 36.2 	 0 	 14.18
8504.5 	 0.28 	 0.19 	 65.0 	 650 	 	 0.3 	 0.1 	 32.9 	 0 	 5.75
8505.0 	 0.27 	 0.16 	 47.0 	 650 	 	 0.48 	 0.1 	 35.1 	 0 	 8.32
8505.5 	 0.27 	 0.16 	 39.0 	 650 	 	 0.54 	 0.1 	 35.9 	 0 	 10.74
8506.0 	 0.27 	 0.15 	 35.0 	 650 	 	 0.59 	 0.1 	 36.5 	 0 	 12.49
8506.5 	 0.27 	 0.15 	 34.0 	 650 	 	 0.59 	 0.1 	 36.6 	 0 	 12.86
8507.0 	 0.27 	 0.15 	 40.0 	 650 	 	 0.54 	 0.1 	 35.9 	 0 	 9.86
8507.5 	 0.25 	 0.17 	 103.0 	 650 	 	 0.19 	 0.1 	 28.7 	 0 	 6.9
8508.0 	 0.25 	 0.1 	 46.0 	 650 	 	 0.8 	 0.1 	 28.9 	 0 	 8.0
8508.5 	 0.25 	 0.1 	 45.0 	 650 	 	 0.82 	 0.1 	 28.9 	 0 	 8.46
8509.0 	 0.25 	 0.17 	 105.0 	 650 	 	 0.19 	 0.1 	 28.7 	 0 	 6.51
8509.5 	 0.26 	 0.17 	 114.0 	 650 	 	 0.18 	 0.1 	 28.8 	 0 	 4.86
8510.0 	 0.25 	 0.1 	 21.0 	 650 	 	 1.16 	 0.1 	 33.2 	 0 	 14.63
8510.5 	 0.25 	 0.08 	 22.0 	 650 	 	 1.34 	 0.1 	 32.1 	 0 	 24.41
8511.0 	 0.23 	 0.15 	 41.0 	 650 	 	 0.4 	 0.1 	 26.2 	 0 	 12.44
8511.5 	 0.24 	 0.16 	 97.0 	 650 	 	 0.18 	 0.1 	 19.9 	 0 	 4.15
8512.0 	 0.24 	 0.15 	 132.0 	 650 	 	 0.14 	 0.1 	 20.6 	 0 	 2.91
8512.5 	 0.23 	 0.16 	 114.0 	 650 	 	 0.15 	 0.1 	 19.1 	 0 	 1.68
8513.0 	 0.21 	 0.17 	 49.0 	 650 	 	 0.19 	 0.1 	 17.8 	 0 	 9.47
8513.5 	 0.2 	 0.02 	 199.0 	 650 	 	 0.24 	 0.1 	 23.2 	 0 	 0.39
8514.0 	 0.18 	 0.04 	 179.0 	 650 	 	 0.21 	 0.1 	 22.1 	 0 	 0.37
8514.5 	 0.14 	 0.06 	 37.0 	 650 	 	 0.65 	 0.1 	 17.1 	 0 	 1.92
8515.0 	 0.12 	 0.06 	 35.0 	 650 	 	 0.55 	 0.1 	 14.9 	 0 	 6.55
8515.5 	 0.11 	 0.06 	 43.0 	 650 	 	 0.45 	 0.1 	 12.0 	 0 	 10.01
8516.0 	 0.12 	 0.07 	 23.0 	 650 	 	 0.6 	 0.1 	 14.5 	 0 	 7.33
8516.5 	 0.15 	 0.08 	 18.0 	 650 	 	 0.69 	 0.1 	 18.7 	 0 	 5.52
8517.0 	 0.2 	 0.14 	 72.0 	 650 	 	 0.2 	 0.1 	 23.2 	 0 	 5.36
8517.5 	 0.21 	 0.17 	 40.0 	 650 	 	 0.21 	 0.1 	 11.4 	 0 	 5.19
8518.0 	 0.24 	 0.12 	 41.0 	 650 	 	 0.59 	 0.1 	 26.4 	 0 	 8.22
8518.5 	 0.24 	 0.11 	 40.0 	 650 	 	 0.67 	 0.1 	 26.5 	 0 	 11.02
8519.0 	 0.24 	 0.17 	 89.0 	 650 	 	 0.17 	 0.1 	 26.2 	 0 	 7.17
8519.5 	 0.25 	 0.13 	 132.0 	 650 	 	 0.17 	 0.1 	 28.4 	 0 	 3.63
8520.0 	 0.26 	 0.14 	 126.0 	 650 	 	 0.17 	 0.1 	 28.6 	 0 	 3.63
8520.5 	 0.27 	 0.14 	 100.0 	 650 	 	 0.25 	 0.1 	 31.4 	 0 	 3.63
8521.0 	 0.27 	 0.14 	 102.0 	 650 	 	 0.25 	 0.1 	 31.3 	 0 	 3.32
8521.5 	 0.27 	 0.13 	 105.0 	 650 	 	 0.25 	 0.1 	 31.2 	 0 	 3.0
8522.0 	 0.26 	 0.12 	 111.0 	 650 	 	 0.25 	 0.1 	 31.0 	 0 	 3.27
8522.5 	 0.25 	 0.12 	 130.0 	 650 	 	 0.17 	 0.1 	 28.5 	 0 	 3.55
8523.0 	 0.25 	 0.12 	 133.0 	 650 	 	 0.17 	 0.1 	 28.4 	 0 	 3.45
8523.5 	 0.24 	 0.11 	 146.0 	 650 	 	 0.14 	 0.1 	 22.1 	 0 	 3.17
8524.0 	 0.23 	 0.13 	 119.0 	 650 	 	 0.15 	 0.1 	 19.1 	 0 	 3.19
8524.5 	 0.24 	 0.12 	 129.0 	 650 	 	 0.16 	 0.1 	 22.5 	 0 	 3.36
8525.0 	 0.25 	 0.11 	 136.0 	 650 	 	 0.17 	 0.1 	 28.3 	 0 	 3.36
8525.5 	 0.26 	 0.11 	 130.0 	 650 	 	 0.17 	 0.1 	 28.5 	 0 	 3.31
8526.0 	 0.26 	 0.13 	 116.0 	 650 	 	 0.18 	 0.1 	 28.7 	 0 	 4.61
8526.5 	 0.26 	 0.09 	 97.0 	 650 	 	 0.37 	 0.1 	 32.8 	 0 	 5.92
8527.0 	 0.27 	 0.14 	 91.0 	 650 	 	 0.25 	 0.1 	 31.7 	 0 	 4.41
8527.5 	 0.27 	 0.12 	 100.0 	 650 	 	 0.25 	 0.1 	 31.4 	 0 	 3.21
8528.0 	 0.27 	 0.13 	 97.0 	 650 	 	 0.25 	 0.1 	 31.5 	 0 	 3.56
8528.5 	 0.26 	 0.12 	 115.0 	 650 	 	 0.18 	 0.1 	 29.0 	 0 	 3.92
8529.0 	 0.26 	 0.12 	 114.0 	 650 	 	 0.18 	 0.1 	 29.0 	 0 	 3.97
8529.5 	 0.27 	 0.09 	 115.0 	 650 	 	 0.24 	 0.1 	 30.9 	 0 	 2.11
8530.0 	 0.27 	 0.12 	 97.0 	 650 	 	 0.25 	 0.1 	 31.5 	 0 	 3.91
8530.5 	 0.27 	 0.12 	 95.0 	 650 	 	 0.25 	 0.1 	 31.6 	 0 	 3.94
8531.0 	 0.27 	 0.11 	 98.0 	 650 	 	 0.25 	 0.1 	 31.4 	 0 	 3.88
8531.5 	 0.27 	 0.11 	 99.0 	 650 	 	 0.25 	 0.1 	 31.4 	 0 	 3.81
8532.0 	 0.26 	 0.09 	 125.0 	 650 	 	 0.17 	 0.1 	 28.6 	 0 	 3.71
